LASAcases,GPSA summary
0,"This Safety Notice discusses medication patient safety incidents where patients have received an overdose of fentanyl due to incorrect administration and/or monitoring of the use of the fentanyl transdermal patch. Four patient safety incidents are described: - Death of an elderly patient following application of a heat pack over the patch to relieve pain at the site causing increased fentanyl absorption and the suspected application of a second patch without removing the first. - Death of a child who applied one of his motherÅfs patches to his body. - Children escaping near misses following self-application of a patch. - A pharmacist who counselled the patient on the use of fentanyl skin patches discovered that the patient had a heat pack being placed over a fentanyl patch. Actions were taken to prevent an adverse event; a near miss incident occurred. However, the potential outcome could have resulted in a significant opioid overdose."
0,"This letter to the editor addresses a previous Patient Safety Advisory report describing how problems can occur during propofol (a high alert drug) administration and to provide strategies to prevent future problems. The letter discusses safe use of propofol in the emergency department for short procedures. Response to the letter describes two patient safety incidents that occurred with the use of propofol. Contributing factors that may lead to patient safety incidents with propofol include lack of complete drug information for staff, inadequate staff training/mentoring before propofol is used, unavailability of qualified staff not involved in the procedure to continuously monitor the patient, and lapses in monitoring when the patient is transported from the unit or ED to radiology"
0,"This Patient Safety Advisory addresses the number of patient safety incident that could arise because of the misinterpretation of a letter for a number or vice versa in the prescribing order. Some symbols are more vulnerable than others to misidentification; the letter ""l"" can be misinterpreted as the number ""1"", the number ""7"" can be mistaken for the number ""1"", and the letter ""Z"" can be mistaken for the number ""2"". Recommendations to prevent mix-ups are provided."
0,"This Drug Alert addresses a patient safety incident where adult strength heparin was inadvertently administered (wrong dose) to neonates. Six of the neonates received overdoses, of which two were fatal. Actions taken by the facility to prevent recurrence of this incident are provided as is the status of heparin storage and use in Western Australia."
0,"This Patient Safety Advisory discusses the harm that can occur during an MRI procedure for patients wearing a transdermal patch. One patient safety incident is described where a patient underwent an MRI while wearing a transdermal medication patch. Though this patient apparently suffered only minor skin irritation directly beneath the patch, a less healthy patient with impaired skin integrity could have sustained a significant burn from this type of event."
1,"This Patient Safety Advisory discusses several patient safety incidents resulting from accidental administration of high concentration epinephrine, a high alert drug. Contributing factors include 1) expressing the concentration of epinephrine as a ratio strength rather than a metric per volume concentration (wrong dose), and 2) confusion between epinephrine and ephedrine (wrong drug). Drugs which have concentrations expressed as a ratio or percentage are error-prone because: a) practitioners, even physicians and emergency medicine residents, may not recognize or understand the difference between dose concentrations, such as 1:1,000 or 1 mg/ mL and 1:10,000 or 0.1 mg/mL), and b) it is easy to confuse numbers in the thousands because there are so many zeros (i.e., 1,000 looks like 10,000). Strategies to mitigate risk of error are presented."
0,"This Safety Bulletin discusses errors in the prescribing, transcription, administration, and monitoring of transdermal fentanyl patches that have led to patient harm and death. The bulletin provides contributing factors to the patient safety incidents and actions to reduce risk of recurrence. Two patient safety incidents are briefly described. In the first case, fentanyl patches were prescribed for a 15-year-old girl for relief of chronic headache; the girl was found unresponsive 21 hours after the first patch was applied. In the second case, fentanyl patches were prescribed for a 14-year-old boy to treat severe sore throat due to mononucleosis; respiratory arrest occurred 14 hours after the first patch was applied."
0,"This Safety Alert discusses patient safety incidents that result from administering vincristine, a high alert drug, by the intrathecal route instead of the intravenous route (i.e. wrong route). A recent near miss incident occurred where an IV chemotherapy drug was almost inject intrathecally but implementation of a local policy averted the error. This error has a fatal outcome in 85% of cases with devastating neurological consequences in the few survivors. Several actions for improvement are provided."
0,"In 2004, two adolescent deaths were reported to be associated with the use of fentanyl patches (Duragesic) in Canada. As of July 27, 2006, there have been 122 reports to ISMP Canada regarding fentanyl patches that were classified as errors, and 12 of these resulted in patient harm. Fentanyl is a highly potent opioid. One transdermal fentanyl patch 25 mcg/hour provides comparable analgesia to a daily dose of 60 mg to 134 mg of oral morphine. The Safety Bulletin describes medication incidents that result from the prescribing, transcription, administration, and monitoring of transdermal fentanyl patches. A summary of the contributing factors and recommended actions to reduce the risk of recurrence are provided."
0,This Patient Safety Advisory examines the appropriate place in analgesic therapy of meperidine (Demerol?) given its high propensity for neurologic toxicity and a number of adverse side effects.
1,"This Patient Safety Advisory discusses patient safety incidents that may occur with look-alike, sound-alike drug names. The Advisory focuses on the common mix up of hydroxyzine and hydralazine and makes recommendations to mitigate risk of this occurring."
1,"This Patient Safety Advisory discusses patient safety incidents related to the use of verbal orders. Contributing factors to transcribing and/or administering the wrong drug or wrong dose include problems with interpreting speech because of different accents, dialects, and pronunciations. Background noise, interruptions, and unfamiliar drug names and terminology often compound the problem. Additionally, when the recipient records a verbal order, the prescriber assumes that the recipient understood correctly. Sound-alike drug names also affect the accuracy of verbal orders. Communicating information verbally about multiple medications and communicating laboratory values verbally present opportunity for error. Several patient safety incidents are described for context. Tools for the Patient Safety Officer and a sample assessment questionnaire on verbal orders are included."
0,"The Bulletin describes safety issues with Potassium Phosphates Injection and provides recommendations for preventing related adverse events. The information focuses on the labeling, prescribing, preparation, and administration of potassium phosphates."
0,"This Patient Safety Alert discusses inadvertent IV infusion of solutions intended bladder irrigation. Contributing factors include use of IV tubing and bags instead of tubing and bags identified for irrigation and pharmacy software that necessitates bladder irrigation orders be entered as IV medications. It is noted that labelling of the irrigation solution, packaged in an IV bag, as ""NOT FOR I.V. INFUSION"" is of limited value since the label could be easily overlooked or become separated from the infusion bag. Use of a high alert drug, sterile water for injection, used for bladder irrigation is discussed."
0,"This Patient Safety Advisory reviews the dangers of concentrated glacial acetic acid. Two patient safety incidents are described where patients received the corrosive, poisonous glacial acetic acid instead of a dilute solution of acetic acid. Both patients suffered harm."
0,"This Patient Safety Advisory discusses medication patient safety incidents where orders to hold medication are misunderstood, doses are missed, given at incorrect times, or given when no medication should have been given sometimes resulting in patient harm. Contributing factors to these errors included the following: ? Hold orders or the parameters for a hold order were not transferred to the medication administration record (MAR). ? When MARs were recopied, the hold order or corresponding parameters were omitted. ? Hold orders were not Ågtaken offÅh or transcribed until after the dose of medication was administered. ? Hold orders were not sent to the pharmacy. ? Hold orders were missed by the pharmacist and not entered into the computer system. Several patient safety incidents are provided for context."
0,"This Patient Safety advisory discusses the appropriate personnel to administer and monitor propofol, a high alert drug. The Advisory states that the safest strategy is to limit propofol use to healthcare professionals with specialized training in administering, monitoring, and treating its untoward effects. However, errors can still occur despite the presence of a trained healthcare professional. Several patient safety incidents are described and recommendations to reduce likelihood of occurrence are presented."
1,This Patient Safety Advisory reviews the multiple mix-ups of Tylenol? 500 mg and Tylenol? 325 mg unit dose packages when the manufacturer switched the packaging from a bright yellow to a plain white for the 500 mg dosage form. With the change both the 325 and 500 mg package looked very similar. The similarities can lead to confusion and may result in excessive doses in facilities that do not use point-of-care bar coding. The manufacturer has reverted to the yellow package for the 500 mg unit dose dosage form.
0,This coroners finding describes a fatal patient safety incident where failure to adequately monitor total parenteral nutrition (TPN) and a resulting infection of the intravenous line led to multiple organ failure. Coroner's recommendations for future care and use of TPN are provided.
0,"This lesson describes a patient safety incident where the administration of a medication that the patient had a documented allergy to. Shortly after taking their medication, the patient experienced an anaphylactic reaction. They required further medical treatment and observation. Contributing factors to the incident included: - The medical officer was unfamiliar with the patient, as was the nurse caring for them. - There was no weekend ward pharmacy staff that may have detected this error. - There was a clear failure to follow standard medication procedures in checking for allergies when prescribing medications. Recommendations to reduce risk of occurrence of this incident are provided."
0,"Several cases have been reported where benzocaine used as a topical anesthetic on the surfaces of the nasopharynx, oropharynx, laryngotracheal region, and airway has resulted in severe, and in some cases fatal, methemoglobinemia (MHb). The Alert describes actions to be implemented at applicable VA facilities and additional information regarding the issue."
0,"This Sentinel Event Alert addresses the use of medication reconciliation to prevent medication patient safety incidents. Of the types of medication reconciliation errors reported, the majority involved improper dose/quantity, followed by omission error and prescribing error. The causes of medication reconciliation errors included performance deficit (performance that falls short of expectations), transcription inaccurate/omitted, documentation, communication, and workflow disruption. Safe practices from the Massachusetts Coalition and recommendations to reduce risk of error are provided."
0,"This Patient Safety Advisory reviews the application of Beers criteria to elderly patients and provides several recommendations to prevent mediation patient safety incidents in the elderly. The Beers criteria addresses three types of drug use that are inappropriate for the elderly: inappropriate drug choice, excess dosage, and drug-disease interaction. An abridged version of Beers criteria is included as well as some recommended practices to reduce the likelihood of medication patient safety incidents in the elderly."
0,"This Patient Safety advisory discusses patient safety incidents where using unlabeled or mislabelled clear liquids caused real or potential harm. Contributing factors to the patient safety incidents include: 1) containers of one liquid were re-used to hold another, dramatically different, liquid; 2) applying a new label to the container that accurately indicates the new product but the original label may be inadvertently left on the container; 3) failure to re-label or the placing the new label over the original label but on the opposite side of the container; and 4) the shape, color, or location of the container may lead a person to assume that the container holds the original product/liquid, overlooking a clear label to the contrary?an example of confirmation bias. Numerous risk reduction strategies are provided."
1,"This Safety Bulletin discusses two medication safety incidents where chloral hydrate oral solution was given instead of potassium chloride oral solution. One incident occurred in a pediatric patient while the other occurred in a nursing home resident, thus illustrating the deficiencies in the medication system across the continuum of care. The nursing home patient safety incident is described in detail. An 80-year-old resident of a nursing home died after receiving seven doses of chloral hydrate oral liquid (a total of 27 grams) instead of the KCl oral liquid that had been prescribed. The nursing home resident had been receiving KCl 200 mEq daily, divided into four doses, on a long-term basis. To provide a prescription refill, the community pharmacy ordered three 500-mL bottles of KCl liquid (20 mEq/15 mL) from the warehouse. The warehouse mistakenly shipped one bottle of chloral hydrate (500 mg/5 mL) along with two bottles of KCl. The error was not detected when the product was received at the pharmacy or during the dispensing process. The three bottles were labelled by the pharmacy as containing potassium chloride oral liquid and then delivered to the nursing home. The nurses did not detect that the chloral hydrate product was labelled as containing potassium chloride oral liquid, and seven doses of the medication were administered to the resident. Over a period of two days, the resident became lethargic, very sleepy, and apneic and died. The day after the residentÅfs death, during the community pharmacistÅfs regular visit to the nursing home, it was discovered that chloral hydrate had been dispensed instead of KCl."
0,"This Clinical Alert communicates the danger of potassium chloride IV administration through a patient safety incident review where miscommunication of critical laboratory values resulted in potassium chloride toxicity and patient death. Contributing factors to the incident are provided. A middle-aged patient was admitted to a hospital for persistent nausea and diarrhea. Because of dehydration, the patient was administered intravenous fluid with potassium at a rate of 150 cc/hr. On admission, the physician ordered a serum potassium and it was 3.5 mEq/L. Fluids (with the potassium) were continued for the next 48 hours because of persistence of nausea. On the second day after admission, the serum potassium rose to 4.8 mEq/L. On the third hospital day, the patient appeared much improved; however, a serum potassium drawn by the laboratory early in the morning was reported to the floor via phone from the laboratory as 7.1mEq/L (normal = 3.5 - 6.5 mEq/L). The specimen was felt to be ""contaminated"" by the laboratory. A repeat STAT test was ordered. A repeat specimen was drawn the next morning. Shortly after, the physician discontinued the IV fluid that contained potassium. The nursing unit was notified that the potassium was 8.3 mEq/L; the physician was not notified. More than 3 hours after the first blood result was known, the patient lost consciousness and coded. The attending physician arrived during the resuscitation effort. The patient was pronounced dead about 5 hours after the code occurred."
0,"This Patient Safety Advisory addresses the problem of use of medical abbreviations that may cause delays in initiating therapy, perpetuate serious errors, waste time obtaining order clarification, and increase the resources needed to educate healthcare providers. A recommendation is made for controlled vocabularies and resource information to learn more about this approach."
1,"This Patient Safety Advisory discusses a number of medication patient safety incidents that can occur with the use of automated dispensing cabinets (ADCs). Cabinet design and use must be carefully planned and implemented to eliminate opportunities for wrong drug selection and dosing errors. The types of errors include wrong drug errors, stocking/ storage errors, and medications being administered to patients with a documented allergy. Contributing factors to errors include: - lack of pharmacy screening of medication orders prior to availability for administration. - excessive use of overrides in cabinets with patient profiling, placing the patient at risk of allergic reactions, drug interactions, and other hazards. - failure to recognize look-alike names in the design of an ADCÅfs alphabetic pick list or storage compartments, which can lead to choosing the wrong medication. - workarounds that include the removal of medications using the ÅginventoryÅh function (designed to determine the current number of doses of a particular medication on hand) to gain access to medications for patients without pharmacy screening, removing a larger quantity of medications than ordered for one patient, and removing medications for multiple patients while the cabinet is open. - choosing the wrong medication from an alphabetic pick list for medication errors arising from medication names that look alike, - lack of a patient profile system within the ADC system - s"
0,"The Bulletin describes a medication incident where mislabeling of a compound liquid contributed to a paediatric patient death. Information is also provided on the prevalence and severity of medication errors in the hospitalized paediatric population; factors that possibly contributed to the labeling and dosing error; and, recommendations intended to reduce the risk of recurrence. A 1 month-old infant with a congenital heart defect was admitted to a pediatric intensive care unit in the middle of the night. Flecainide suspension 4 mg po TID was prescribed and a pharmacist was called back to the hospital to prepare a supply as the medications from home were not available. The suspension was prepared correctly, with a final flecainide concentration of 5 mg/mL and the correct volume per dose would have been 0.8 mL. The pharmacist mistyped the concentration as ""5 MG/5ML"", and then also typed the dose incorrectly as ""4MG(4ML)"". This information was displayed on the printed label for the multidose bottle as well as the electronically generated medication administration record. Doses of flecainide 20 mg were administered and on the third hospital day, the infant's condition became unstable. The infant died shortly thereafter."
0,This article addresses potential concerns about medication use in operating theatres that may increase the risk of infection or other patient safety incidents. Recommendations to reduce risk in this area are provided.
0,"This lesson describes a patient safety incident where a patient received two separate doses of a drug they were allergic to. Contributing factors and recommendations for improvement are provided. A patient was admitted for surgery with documented allergies to several medicines. During surgery the patient experienced a hypotensive episode and airway problems while being given intravenous (IV) medication (not previously noted as being allergic to). It was not certain that this medicine was the only contributing factor to this episode. The patient responded well to treatment and the potential allergy alert to this medicine was noted on their medication chart. Several days later, another physician prescribed the same medication for the patient using a different patient record/chart. The order was confirmed between the nurse responsible for the patient and an intern from the operating theatre. There was no discussion of the allergy status. On being given the IV medication the patient experienced sudden collapse and required resuscitation. They were transferred to the intensive care unit for stabilization and observation over 24 hours and recovered well. Contributing factors to the incident were: - No recording of allergy alert on IV medication chart ? no space for allergy alert on this chart. - The main medication chart was not referred to in this process, which would have alerted the staff to the allergy. - Separate charting of medicines, more than one place to document and order medication. - Communication of medication over the phone without the allergy background information being included in this discussion. - The patient was not wearing an allergy bracelet (a red hospital ID band), which alerts staff to patient allergy status."
0,"This Sentinel Event Alert reviews the inadvertent, often fatal, administration of vincristine, a high alert drug, intrathecally instead of intravenously. The intrathecal injection of vincristine (wrong route) can be the end-result of either a single error or a series of system errors. Contributing factors to errors include the following: - some health care workers may not be aware of the labelling and dispensing requirements, - health care personnel remove the vincristine from its overwrap in advance of the IV injection, - failure to check the physician's orders, - unfamiliarity with cancer drugs and protocols that result in physicians mistaking vincristine for an intended intrathecal drug, or assuming vincristine is an additional drug to be injected. Safety practices at the Dana Farber Cancer Institute are shared and recommendations to reduce likelihood of occurrence with vincristine and other intrathecal drugs are provided."
0,"This policy aims to reduce life threatening patient harm associated with the use of intravenous potassium. The policy specifies the type of IV potassium products to be used, where and how they must be stored, prescribed, along with maximum concentrations and maximum hourly IV rates. Emphasis is on the use of pre-mixed solutions whenever possible. Only the mandatory requirements are reproduced in this summary."
0,"The Bulletin describes the potential for confusion and error that may occur as a result of the generic drug name (bupivacaine) not being used on Polyamp ampoules labeled with the brand name (Sensorcaine). ISMP Canada relayed the concerns to the manufacturer, AstraZeneca, and to Health Canada for action. AstraZeneca responded that they have been working on this issue and advised that new stock was available with the generic drug name included."
0,"This Patient Safety Advisory discusses medication patient safety incidents involving patient controlled analgesia (PCA) devices and opiates, high alert medications. The Advisory focuses on the patient safety incidents that can occur when a patient is given their analgesic via PCA by family members or a health care provider not assigned to their care. Several patient incidents are described and recommendations to reduce risk of occurrence are provided."
1,This Patient Safety Advisory discusses the hazards where the look-alike nature of respiratory therapy type drug packaging made of low-density polyethylene (LDPE) may have contributed to actual or potential medication patient safety incidents. Several patient safety incidents are described and recommendations for reduction of risk of occurrence are provided.
0,"This Patient Safety Advisory addresses a repeat patient safety incident that occurred as a result of confusion between insulin and tuberculin syringes. 50 units of Humalog(R) was mistakenly administered instead of the ordered dose of 5 units because a TB syringe was used by mistake. As a result, the patientÅfs blood glucose level to dropped to 50 mg/dL."
0,"This Patient Safety Advisory reviews the incidence, pathophysiology, prevention and treatment of Clostridium difficile, as a hospital acquired infection. Although the causes of C. difficile are multi-factorial, the Advisory states that ""antibiotic use, whether for prophylaxis or treatment, is a more important risk factor for C. diff related disease and potentially poor outcomes than horizontal transmission via exposure to contaminated surfaces"". Preventative strategies address treatment and prevention. Actions to reduce risk focus on medication related strategies for the purpose of this summary."
0,"This Patient Safety Advisory addresses the fact that insulin is a high alert drug which is prescribed, dispensed and administered via error-prone processes. The release of new insulin formulations, insulin delivery devices, and blood glucose monitors has made insulin therapy increasingly complex. This Advisory provides numerous patient safety incidents to illustrate the type of errors which occur regularly and provides strategies to mitigate risk of occurrence of administering the wrong insulin product (wrong drug) or wrong dose of insulin."
0,"This lesson describes a patient safety incident where the administration, on discharge, of a medication that the patient had a documented allergy to. One hour after taking their medications at home, the patient experienced an anaphylactic reaction. They were admitted to hospital and underwent further medical treatment. Contributing factors to the incident included: - The medical officer discharging the patient was unfamiliar with the patient, as was the nurse caring for them on the day of discharge. - There was no weekend ward pharmacy staff that may have detected this error. - There was a clear failure to follow standard medication procedures in checking for allergies when prescribing medications. Actions taken by the facility to reduce risk of recurrence of the incident are provided."
0,The Bulletin describes a potentially fatal near-miss medication incident where a 10-mL vial of succinylcholine chloride was mistaken for a 10-mL vial of sodium chloride 0.9% in the reconstitution of medication in the operating room. The substitution was noticed before it could reach the patient. A summary of the contributing factors and recommended actions to reduce the risk of recurrence are provided.
0,"This Patient Safety Advisory describes numerous patient safety incidents where patients have inadvertently received the incorrect product due to mistakes involving unlabeled medications and solutions in unlabeled bowls, basins, and cups."
0,"This Patient Safety Advisory discusses the hazards of verbal orders and uses examples of mix ups with potassium (KCl), a high alert drug, to illustrate the points. A patient safety incident is described where a nurse received a verbal order to give a patient Åg10 of K.Åh The patient was given 10 mg of vitamin K instead. The reverse problem has also occurred. A verbal order for Vitamin K was incorrectly transcribed as Ågpotassium.Åh"
0,This Patient Safety Advisory discusses medication patient safety incidents that occur as a result of using confusing abbreviations and non-standard dose designations. A number of patient incidents are described and recommendations to mitigate risk provided.
0,"This Patient Safety Advisory discusses patient safety incidents where patients develop methemoglobinemia as a result of the use of topical anaesthetics. Contributing factors for the development of methemoglobinemia include the following: - using multiple sprays of agents like benzocaine, - spraying the area for a longer duration than recommended, - clinicians may be unfamiliar with the significant absorption of topical anesthetics, so they may not realize how much medication they are giving patients when using the sprays. - patients also could self-administer topical anesthetics in doses that exceed manufacturersÅf recommendations. Several patient safety incidents are described and recommendations to mitigate risk of occurrence are provided."
0,"This Safety Bulletin reviews a catastrophic medication patient safety incident where failure to effectively communicate a critical laboratory test value resulted in continuing heparin administration to a patient who tested positive for heparin-induced thrombocytopenia (HIT). Other contributing factors of the incident and recommendations to prevent its recurrence are provided. A 63 year old patient was admitted to hospital for elective mitral valve replacement surgery and was administered unfractionated heparin (UFH) according to surgical protocol. Full dose UFH was administered post-operatively until a therapeutic INR was attained with oral warfarin. Several days later the platelet count decreased and an assay to detect for the presence of the antibody responsible for heparin-induced-thrombocytopenia (HIT) was ordered. The positive results for HIT were posted in the laboratory section of the electronic health record and a paper copy sent to the ward. However, the patient had been discharged earlier that day and the chart was sent to health records for filing. About 1 week later, the patient presented to the Emergency Department (ED) of the same hospital with shortness of breath. The differential diagnosis included pleural effusion and pulmonary embolus. The patient's INR was sub-therapeutic despite a warfarin regimen and so UFH was started IV. The physician in the ED was unaware of the HIT antibody assay; the patient and his family were also not aware of the assay and its implications for future treatment with UFH. Immediately after receiving a bolus dose of UFH IV the patient suffered cardiorespiratory arrest and a stroke. Severe sequelae from the stroke rendered the patient totally dependent and in need of long-term care."
0,"This Lesson concerns a single patient safety incident where a patient was readmitted to the hospital with internal bleeding five days post operative heart surgery. While in hospital, the patient's medications were changed, however the patient resumed warfarin therapy upon discharge, resulting in internal bleeding. Contributing factors related to her readmission were due to missing details about ongoing warfarin management post discharge from the hospital. An action to reduce risk for similar patients is included in the lesson."
0,"This Lesson concerns a serious single patient safety incident where the wrong route administration of potassium chloride resulted in injury to the patient and increased recovery time. An oral dose of potassium chloride was inadvertently administered into the intravenous line of a patient instead of a PEG, a feeding tube directly linked to the stomach. The patient required resuscitation and was admitted to the intensive care unit. The lesson outlines the contributing factors in this case was increased awareness that equipment, such as syringes, can be used for more than one purpose and route. Actions to reduce risk that were addressed by the Health Service were provided."
0,"The Bulletin describes two medication incidents where epinephrine 1:1000 (1000 mcg/mL) was inadvertently used for local infiltration instead of the intended lidocaine 1% with epinephrine 1:100,000 (10 mcg/mL) solution. The epinephrine 1:1000 solution was placed on the sterile field for use as a topical solution. One patient died and the other recovered without permanent harm and was discharged home. Suggestions are provided to prevent similar events from occurring during ENT procedures."
0,"This Sentinel Event Alert discusses patient safety incidents that can occur when caregivers and other family members administer analgesia for the patient ""by proxy"". Contributing factors to such errors may include improper patient selection, inadequate patient monitoring, and insufficient training or education related to the selection of drugs, dosing, lockout periods and infusion devices. Recommendations to reduce risk of occurrence are presented."
0,"This Patient Safety Advisory discusses various medication patient safety incidents resulting from confusing nomenclature of long acting and short acting drugs; errors occur at the prescribing, storage, dispensing and administration stages of the medication use system usually resulting in a wrong dose. Contributing factors include the following: - there is no standardization of the terms for the many different kinds of long acting formulations. As a result, there are many inconsistencies, allowing different suffixes to be used for an identical formulation by two different manufacturers or even similar suffixes for dissimilar formulations. - health professionals have been known to communicate drug names that have suffixes, but omit the suffix. This occasionally results in patients getting the immediate-release version and thus, an entire dayÅfs dose at one time, sometimes with adverse effects. Practitioners have "
1,"This Patient Safety Advisory discusses medication patient safety incidents that occur due to drug name confusion of look-alike and/or sound alike drug names, packaging and/or labelling. The most common error resulting is administration of the wrong drug. The most serious and most common errors occur with two high alert drugs, morphine and hydromorphone. Contributing factors for the drug name confusion errors include the following: - a similarity of characters in brand drug names, generic names, and brand-to-generic names, - similar-sounding drug names, - difficulty in keeping up with the vast array of new products introduced to the marketplace, - illegible handwriting, - orally communicated prescriptions, - similar labelling or packaging of medications, and - incorrect selection of a drug names that may appear in close proximity (e.g., ZYPREXA/ZYRTEC) when entering orders into electronic order entry systems."
1,The Bulletin describes two reported medication incidents of the inadvertent administration of 10 mg of morphine from the 10 mg/mL ampoule instead of 2 mg from the 2 mg/mL ampoule. One patient received the dose intravenously and required treatment with naloxone and the other patient received the dose subcutaneously and was managed with additional monitoring. A description of the contributing factors as well as recommendations for reducing the risk of recurrence are provided.
0,"This Patient Safety Advisory discusses medication patient safety incidents where tuberculin syringes have been used in place of insulin syringes resulting in a wrong dose error. Contributing factors noted were resemblance in packaging of both syringes, re-stocking errors, and mandated use of orange color coding for all safety-engineered syringes with 25-gauge needles; both the tuberculin and insulin safety-engineered syringes bear the same color coding on the hub of the syringe. Strategies to reduce risk are provided."
0,"This Safety Bulletin describes a fatal medication patient safety incident where a high concentration form of heparin (10,000 units/mL) was used to keep a central venous line patent instead of heparin lock solution (1,000 units/mL). The bulletin also reviews various aspects of risks related to use of heparin flush solutions instead of heparin lock solutions as well as risks related to availability and use of a high concentration of heparin. A triple-lumen catheter was inserted into a patient requiring central venous access (also known as a central venous line [CVL]. After insertion, 1 mL of heparin 10,000 units/mL (instead of the intended 1,000 units/mL) was diluted with 9 mL normal saline and administered into each of the three lumens (total of 30,000 units of heparin). The next day the central line catheter had been accidentally pulled out and had to be replaced. Again, three 1 mL vials of concentrated heparin (10,000 units/mL) were used (each diluted with 9 mL normal saline). The following day, there was a decrease in the patientÅfs blood pressure and severe bruising at the insertion site; lab results showed an elevated aPTT and INR, and a substantial decrease in hemoglobin. Treatment included administration of intravenous fluids, plasma volume expander Pentaspan?, fresh frozen plasma, packed red blood cells, and platelets. The patient was transferred to the Intensive Care Unit, but later developed septicemia from an infected hematoma and died of complications a few weeks later."
0,This drug alert reviews the pathophysiology of heparin-associated thrombocytopenia (HAT) and heparin-induced thrombocytopenia (HIT) and provides recommendations for treatment of HIT.
0,"This Patient Safety Advisory reviews errors of overdose (wrong dose) associated with transdermal patches and focuses on the fentanyl transdermal patch (high alert drug). General contributing factors that relate to patch errors include: - variability in the frequency of application - practitioners and patients often do not realize that a significant amount of medication resides in the patch even after their intended period of application has expired Recommendations to mitigate risk of error and patient safety incidents are provided. Three patient safety incidents are described: - An elderly woman was ordered DURAGESIC? 75 mcg/hour. The day after administration of a new patch the patient experienced mental status changes. Two patches were found affixed to her back. The ÅgoutdatedÅh patch was removed, and the patientÅfs vital signs returned to normal and her mental status improved through"
0,"This Patient Safety Advisory reviews medication patient safety incidents involving high-alert medications. Information from the Institute for Safe Medication Practices (ISMP), MedMarx and Joint Commission on Accreditation of Healthcare Organizations (JCAHO) on these types of errors is provided. Four patient safety incidents are described for context."
0,"The Bulletin highlights two reports of adverse events involving meperidine that resulted in patient morbidity and mortality. The incidents illustrate the challenges of understanding the pharmacodynamics, dose conversions and monitoring requirements of opioids, not only meperidine. ISMP Canada recommends healthcare facilities evaluate their use of meperidine and consider recommendations outlined by the AHCPR, APS and JCAHO."
0,"The Bulletin highlights the issue of inadvertent administration of a neuromuscular blocker to a non-intubated patient. ISMP Canada has received four reports of this type of error occurring in the Operating Room setting. The reports are described and recommendations are provided for preventing ""paralyzing"" mix-ups in the Operating Room."
1,"The Bulletin highlights a medication incident where a patient was inadvertently administered hydromorphone instead of morphine, a mix-up that may have contributed to the patients death which occurred a short time later. In Canada, the two products are visually distinct in appearance; nevertheless, the names are similar and the concentrations are identical. Based on reports to ISMP Canada, mix-ups between these two drugs are among the most common and serious errors that can occur involving two high-alert drugs. Recommendations to reduce the risk of patient harm are provided."
0,"This lesson describes an overdose of insulin to a patient in a hospital which resulted in a prolonged hospital stay but no lasting physical harm. This lesson outlines the contributing factors and the actions the facility took to reduce risk of reoccurrence of this incident; only those actions that are universally applicable are summarized here. A 69 year old female diabetic patient had been admitted to hospital for stabilization of a cardiac condition. On the third day of her admission she was administered 90 units of insulin. The intended order was 9 units but the order was written as ""9U""; i.e. the abbreviation of ""U"" was used instead of writing out ""units"" in full. Shortly after the patient received the insulin, she required urgent medical treatment on the ward and was then taken to the hospital's ICU for further treatment and stabilization. The patient safety incident resulted in traumatization of the patient and a longer length of stay. Contributing factors to the incident were deviation from the hospital policy and procedure for writing medication orders, lack of ready access to the policy and procedure manual for writing orders, deviation from the procedure for administration of insulin which required a double check, distractions in the medication preparation area, and availability of 100 unit syringes."
0,"A provider misunderstood an order, and selected a Ågpharmacy use onlyÅh product on the CPRS menu that reached a patient resulting in significant patient harm. The Advisory provides general information on the issue and recommendations for implementation by applicable VA facilities."
0,This article discusses the review and redesign of crash cart medications to help prevent medication patient safety incidents; redesign also resulted in less time required to locate the correct medication in the cart. Recommendations for improvement within the study facility are provided and can be applied to other settings.
0,This drug alert discusses the serious and sometime fatal patient safety incident of QT prolongation resulting from the concomitant use of atypical antipsychotics and fluoroquinolones.
0,"This bulletin reviews the inadvertent addition of potassium chloride for injection instead of sodium chloride for injection to a renal dialysis fluid for Continuous Renal Replacement Therapy and provides actions to reduce risk. Two deaths are attributed to resulting patient safety incidents. The incident occurred in a Canadian hospital where a pharmacy technician, in the process of setting up a batch preparation of dialysis solution, selected concentrated potassium chloride 2 mmol/mL in 250 mL bottles, instead of 23.4 % sodium chloride (NaCl) for Injection in 250 mL bottles. The selected items for dialysis preparation were checked against the manufacturing or ingredient worksheet by a second pharmacy technician. The second technician did not identify the wrong drug. During the manufacturing process, 85 mL of potassium chloride 2 mmol/mL were added to the 3-litre bags of dialysis solution. A third technician later checked the completed batch of dialysis solutions. Again, the incorrect ingredient went unnoticed. When one of the renal dialysis patients died suddenly, the physician identified a serum potassium of almost 8 mmol/L. An immediate laboratory test carried out on the dialysis solution revealed the error. The hospital then recalled the remaining bags of dialysis solution. Officials reviewed the charts of all other patients who had received continuous dialysis since the batch had been produced. It was determined that a second patient was probably exposed to this same batch and had died as a result of hyperkalemia."
0,This article is a short update on the recommendations for the use of paracetamol (acetaminophen) in paediatrics.
